sentence	label
the 4300 is a very durable , compact package , and i find nikon to be a brand that i can trust .	1
decent battery -- on the average size , but the 40gb comes with a dock .	1
it is small enough to fit easily in a coat pocket or purse .	1
it 's easy to use ( just a flip of the lid , and the diaper is gone ! . ) .	1
we lysol the champ every time we change the bag out and have not had any problems .	1
the auto-focus performs well , but i love having the 12 optional scene modes - they are dummy-proof , and correspond to many situations in which i would actually seek to use the camera .	1
the interface , while a bit confusing at first , is very easy to navigate after about 15 minutes .	1
the clarity is unbelievable , which means you can cram almost the full 2 , 5 ! .	1
versatile and stylish .	1
can recommend the hitachi in this ergonomic arena -- at the price quoted on amazon it is a bargain .	1
1 ) great audio quality overall .	1
this phone is fantastic .	1
its well made and user friendly .	1
the hitachi is made in malaya , and looked cheap compared with the makita , which is made in the usa .	1
i was an early purchaser of the wrt54g , and had a few problems with stability and speed - finally , the march 03 firmware update has resulted in an excellent product ! .	1
i 'm probably the only person that dislikes the itunes software .	0
the menu options appear one at a time , taking up the whole screen , and one has to scroll down one by one , or have memorized where they are in the menu order , to select them by using the number keypad .	0
the other annoyance with this that you have to remove every single remnant of previous version of norton systemworks before you installs this .	0
if there were any complaints i have , they are marginal , but one is apples ' proprietary set-up for music files , their incompatibility with other music services ( i . e . napster ) is down right wrong .	0
its quiet .	0
the only con i can think of is the lack of a mega-pixel camera .	0
i will say that the os that the phone runs does have a few issues .	0
it 's important that people know the following : first , the interface is slow .	0
finally , after about a week 's use , the screen started to freeze on me .	0
it 's a rip off if one buys norton internet security and antivirus .	0
my old sony ericsson t610 has this feature .	0
then when i went to norton 's website to obtain a priority id number per the instructions i had been given , i couldn 't find a way to get one .	0
it would not hang up on calls .	0
only if we could get one camera in it . .	0
this product is absolutely not ready for release .	0
it also has a stock tracking app built in ( also useless ) and a somewhat useful application which converts all types of metrics ( currency , length , area , etc ) .	0
the nokia 6600 is a decent extension of the smart phone line .	1
